,id,abstract,keywords
10,SCOPUS_ID:85102574777,"Background and objective: In the current pandemic scenario, data mining tools are fundamen-tal to evaluate the measures adopted to contain the spread of COVID-19. In this study, unsupervised neural networks of the Self-Organizing Maps (SOM) type were used to assess the spatial and temporal spread of COVID-19 in Brazil, according to the number of cases and deaths in regions, states, and cities. Materials and methods: The SOM applied in this context does not evaluate which measures applied have helped contain the spread of the disease, but these datasets represent the repercussions of the country’s measures, which were implemented to contain the virus’ spread. Results: This approach demonstrated that the spread of the disease in Brazil does not have a standard behavior, changing according to the region, state, or city. The analyses showed that cities and states in the north and northeast regions of the country were the most affected by the disease, with the highest number of cases and deaths registered per 100,000 inhabitants. Conclusions: The SOM clustering was able to spatially group cities, states, and regions according to their coronavirus cases, with similar behavior. Thus, it is possible to benefit from the use of similar strategies to deal with the virus’ spread in these cities, states, and regions. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Coronavirus disease,Kohonen map,Latin America,SARS-CoV-2,Tropical country,Unsupervised neural networks"
11,SCOPUS_ID:85100533991,"The emergence of digital social networks has transformed society, social groups, and institutions in terms of the communication and expression of their opinions. Determining how language variations allow the detection of communities, together with the relevance of specific vocabulary (proposed by the National Council of Accreditation of Colombia (Consejo Nacional de Acreditación - CNA) to determine the quality evaluation parameters for universities in Colombia) in digital assemblages could lead to a better understanding of their dynamics and social foundations, thus resulting in better communication policies and intervention where necessary. The approach presented in this paper intends to determine what are the semantic spaces (sociolinguistic features) shared by social groups in digital social networks. It includes five layers based on Design Science Research, which are integrated with Natural Language Processing techniques (NLP), Computational Linguistics (CL), and Artificial Intelligence (AI). The approach is validated through a case study wherein the semantic values of a series of “Twitter” institutional accounts belonging to Colombian Universities are analyzed in terms of the 12 quality factors established by CNA. In addition, the topics and the sociolect used by different actors in the university communities are also analyzed. The current approach allows determining the sociolinguistic features of social groups in digital social networks. Its application allows detecting the words or concepts to which each actor of a social group (university) gives more importance in terms of vocabulary. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC part of Springer Nature.","Community detection,Community discovery,Natural language processing,Social networks,Sociolinguistic"
12,SCOPUS_ID:85101674301,"BACKGROUND: Corona Virus Disease 19 (COVID-19) is a new pandemic, declared a public health emergency by the World Health Organization, which could have negative consequences for pregnant and postpartum women. The scarce evidence published to date suggests that perinatal mental health has deteriorated since the COVID-19 outbreak. However, the few studies published so far have some limitations, such as a cross-sectional design and the omission of important factors for the understanding of perinatal mental health, including governmental restriction measures and healthcare practices implemented at the maternity hospitals. Within the Riseup-PPD COST Action, a study is underway to assess the impact of COVID-19 in perinatal mental health. The primary objectives are to (1) evaluate changes in perinatal mental health outcomes; and (2) determine the risk and protective factors for perinatal mental health during the COVID-19 pandemic. Additionally, we will compare the results between the countries participating in the study. METHODS: This is an international prospective cohort study, with a baseline and three follow-up assessments over a six-month period. It is being carried out in 11 European countries (Albania, Bulgaria, Cyprus, France, Greece, Israel, Malta, Portugal, Spain, Turkey, and the United Kingdom), Argentina, Brazil and Chile. The sample consists of adult pregnant and postpartum women (with infants up to 6 months of age). The assessment includes measures on COVID-19 epidemiology and public health measures (Oxford COVID-19 Government Response Tracker dataset), Coronavirus Perinatal Experiences (COPE questionnaires), psychological distress (BSI-18), depression (EPDS), anxiety (GAD-7) and post-traumatic stress symptoms (PTSD checklist for DSM-V). DISCUSSION: This study will provide important information for understanding the impact of the COVID-19 pandemic on perinatal mental health and well-being, including the identification of potential risk and protective factors by implementing predictive models using machine learning techniques. The findings will help policymakers develop suitable guidelines and prevention strategies for perinatal mental health and contribute to designing tailored mental health interventions. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT04595123 .","Anxiety,Coping mechanisms,COVID-19,Depression,Post-traumatic stress disorders,Postpartum,Pregnancy,Risk factors"
13,SCOPUS_ID:85081919401,"Objective: Prediction models have become frequent in the medical literature, but most published studies are conducted in a single setting. Heterogeneity between development and validation samples has been posited as a major obstacle for the generalization of models. We aimed to develop a multivariable prognostic model using sociodemographic variables easily obtainable from adolescents at age 15 to predict a depressive disorder diagnosis at age 18 and to evaluate its generalizability in 2 samples from diverse socioeconomic and cultural settings. Method: Data from the 1993 Pelotas Birth Cohort were used to develop the prediction model, and its generalizability was evaluated in 2 representative cohort studies: the Environmental Risk (E-Risk) Longitudinal Twin Study and the Dunedin Multidisciplinary Health and Development Study. Results: At age 15, 2,192 adolescents with no evidence of current or previous depression were included (44.6% male). The apparent C-statistic of the models derived in Pelotas ranged from 0.76 to 0.79, and the model obtained from a penalized logistic regression was selected for subsequent external evaluation. Major discrepancies between the samples were identified, impacting the external prognostic performance of the model (Dunedin and E-Risk C-statistics of 0.63 and 0.59, respectively). The implementation of recommended strategies to account for this heterogeneity among samples improved the model's calibration in both samples. Conclusion: An adolescent depression risk score comprising easily obtainable predictors was developed with good prognostic performance in a Brazilian sample. Heterogeneity among settings was not trivial, but strategies to deal with sample diversity were identified as pivotal for providing better risk stratification across samples. Future efforts should focus on developing better methodological approaches for incorporating heterogeneity in prognostic research. © 2020 The Authors","adolescent,cohort studies,depression,prognosis,risk assessment"
14,SCOPUS_ID:85117208191,"Purpose: Prescriptive and predictive analytics and artificial intelligence (AI) provide tools to analyze data with objectivity. In this paper, we provide an overview of how these techniques can improve nursing care, and we detail a quantitative model to afford managerial insights about care management in a Hospital in Colombia. Our main purpose is to provide tools to improve key performance indicators for the care management of inpatients which includes the nurse workload. Methods: The optimal nurse-to-patient assignment problem is addressed using analytics, lean health care, and AI. Also, we propose a new mathematical model to optimize the nurse-to-patient assignment decisions considering several variables about the patient state such as the Barthel index, their risks, the complexity of the care, and the mental state. Findings: Our results show that there are several processes inherent to compassionate nursing care that can be improved using technology. By using data analytics, we can also provide insights about the high variability of the care requirements and, by using models, find nurse-to-patient assignments that are nearly perfectly balanced. Conclusions: We illustrated this improvement with a pilot test that makes the equitable distribution of nursing workload the functionality of this strategy. The findings can be useful in highly complex hospitals in Latin America. Clinical Relevance: The proposed model presents an opportunity to make near perfectly balanced nurse-to-patient assignments according to the number of patients and their health conditions using technology. © 2021 The Authors. Journal of Nursing Scholarship published by Wiley Periodicals LLC on behalf of Sigma Theta Tau International.","analytics,Artificial Intelligence,lean healthcare,nurse-to-patient ratio,Nursing management,optimization"
15,SCOPUS_ID:85115283667,"Objective: Emergency services are essential to the organization of the health care system. Nevertheless, they face different operational difficulties, including overcrowded services, largely explained by their inappropriate use and the repeated visits from users. Although a known situation, information on the theme is scarce in Brazil, particularly regarding longitudinal user monitoring. Thus, this project aims to evaluate the predictive performance of different machine learning algorithms to estimate the inappropriate and repeated use of emergency services and mortality. Methods: To that end, a study will be conducted in the municipality of Pelotas, Rio Grande do Sul, with around five thousand users of the municipal emergency department. Results: If the study is successful, we will provide an algorithm that could be used in clinical practice to assist health professionals in decision-making within hospitals. Different knowledge dissemination strategies will be used to increase the capacity of the study to produce innovations for the organization of the health system and services. Conclusion: A high performance predictive model may be able to help decision-making in the emergency services, improving quality of care. © 2021, Assocaicao Brasileira de Pos, Gradacao em Saude Coletiva. All rights reserved.","Ambulatory care,Clinical decision-making,Machine learning,Multimorbidity"
16,SCOPUS_ID:85114240909,"The objective of the study is to conduct an exploratory review of the Covid-19 pandemic by focusing on the theme of Covid-19 pandemic morbidity and mortality, considering the dynamics of artificial intelligence and quality of life (QOL). The methods used in this research paper include a review of literature, anecdotal evidence, and reports on the morbidity of COVID-19, including the scope of its devastating effects in different countries such as the US, Africa, UK, China, and Brazil, among others. The findings of this study suggested that the devastating effects of the coronavirus are felt across different vulnerable populations. These include the elderly, front-line workers, marginalized communities, visible minorities, and more. The challenge in Africa is especially daunting because of inadequate infrastructure, and financial and human resources, among others. Besides, AI technology is being successfully used by scientists to enhance the development process of vaccines and drugs. However, its usage in other stages of the pandemic has not been adequately explored. Ultimately, it has been concluded that the effects of the Covid-19 are producing unprecedented and catastrophic outcomes in many countries. With a few exceptions, the common and current intervention approach is driven by many factors, including the compilation of relevant reliable and compelling data sets. On a positive note, the compelling trailblazing and catalytic contributions of AI towards the rapid discovery of COVID-19 vaccines are a good indication of future technological innovations and their effectiveness. © 2021 Lainjo.","Artificial intelligence,Covid-19,Lessons learned,Quality of life,Strategies"
17,SCOPUS_ID:85107439898,"The LARIISA collaborators group has been conducting research and development of technological solutions to support decision-making in health systems since 2009. GISSA, a cloud system resulting from the scientific and technological evolution of the LARIISA project, is among the solutions produced. This paper aims to describe the developing trend of GISSA©, a technological tool supporting the Family Health Strategy in northeastern Brazil, pointing out challenges, paths, and potentialities. This is a descriptive and explora-tory study, based on secondary sources from the IBGE, INMET, SINAN, SIM, and SINASC, with quantitative analysis based on machine-learning techniques applied to create digital health micro-services. Operating in the northeast and southeast regions, GISSA© provides information that qua-lifies health managers’ decision-making process, improving the municipal health system’s mana-gement. © 2021, Associacao Brasileira de Pos - Graduacao em Saude Coletiva. All rights reserved.","Digital Health,Family Health Strategy,Health Systems,Information Systems,Mobile Health"
18,SCOPUS_ID:85107424075,"This article explores the use of spatial artificial intelligence to estimate the resources needed to implement Brazil’s COVID-19 immunization campaign. Using secondary data, we conducted a cross-sectional ecological study adopting a time-series design. The unit of analysis was Brazil’s primary care centers (PCCs). A four-step analysis was performed to estimate the population in PCC catchment areas using artificial intelligence algorithms and satellite imagery. We also assessed internet access in each PCC and con ducted a space-time cluster analysis of trends in cases of SARS linked to COVID-19 at municipal level. Around 18% of Brazil’s elderly population live more than 4 kilometer from a vaccination point. A total of 4,790 municipalities showed an upward trend in SARS cases. The number of PCCs located more than 5 kilometer from cell towers was largest in the North and Northeast regions. Innovative strategies are needed to address the challenges posed by the implementation of the country’s National COVID-19 Vaccination Plan. The use of spatial artificial intelligence-based methodologies can help improve the country’s COVID-19 response. © 2021, Associacao Brasileira de Pos - Graduacao em Saude Coletiva. All rights reserved.","Artificial intelligence,Geographic mapping,Immunization programs,Mass vaccination,Spatial analysis"
19,SCOPUS_ID:85103145357,"The coronavirus pandemic that struck the world in late 2019 continues to break records of new cases and deaths from the disease. Guidelines for clinical management of infected patients and prevention of new cases focus on measures to control symptoms, hygiene habits, social distancing, and decrease in human crowding. This forced a change in the way health services provide care, generating the incorporation of new health technologies. The Essay thus aims to compile and analyze experiences in the use of digital health technologies to minimize the impacts of COVID-19. The authors identified the development of technological solutions for clinical management of patients, imaging diagnosis, use of artificial intelligence for risk analysis, geolocation apps, data analysis and reports, self-diagnosis, and even orientation for decision-making. The great majority of the initiatives listed here prove effective in minimizing the impacts of COVID-19 on health systems and aim to decrease human crowding and thus facilitate access to services, besides contributing to the incorporation of new health practices and modes of care. © 2021 Fundacao Oswaldo Cruz. All rights reserved.","Coronavirus Infections,EHealth Policies,Information Technology,Pandemics,Telemedicine"
20,SCOPUS_ID:85091665327,"Studies on frailty frequently only include older persons. The mapping of factors related to syndrome and negative outcomes associated with it, also in middle age, may assist in health strategies to each age group. The aim of this study was to investigate social and health factors related to the frailty phenotype and to analyze the probabilistic relationships between frailty, falls and hospitalization in middle-aged and older persons. This is a cross-sectional study using data of 4442 middle-aged (50–59 years) and older participants (60 years or older) from the Brazilian Longitudinal Study of Aging (ELSI-Brazil) 2015 and 2016. Bayesian network models were estimated with the score-based hill-climbing algorithm to identify factors associated with frailty, falls and hospitalization. Mean age was 63.75 years, and prevalence of frailty was 8.5 % and 11.9 % among middle-aged and older participants, respectively. In the former, the probability of frailty increased when “poor” self-rated memory was considered in the model; and in the latter, the probability of frailty was greatest among individuals who did not participate socially and had the lowest level of education. In both age groups, frailty was an important factor that influenced the probability of negative health outcomes such as falls and hospitalization. However, this result depended on combinations of health factors in each sample. This study has identified potential vulnerabilities that should be considered when undertaking a comprehensive assessment of middle-aged and older persons and developing suitable health strategies for each of these phases of life. © 2020 Elsevier B.V.","Bayesian networks,Frailty,Outcomes,Probabilistic inference,Risk factors"
21,SCOPUS_ID:85089787336,[No abstract available],"Contact tracing,Isolation,Mobility,Non-pharmaceutical intervention,Quarantine,SARS-CoV-2,Travel restrictions"
22,SCOPUS_ID:85089896434,"Low attendance levels in medical appointments have been associated with poor health outcomes and efficiency problems for service providers. To address this problem, healthcare managers could aim at improving attendance levels or minimizing the operational impact of no-shows by adapting resource allocation policies. However, given the uncertainty of patient behaviour, generating relevant information regarding no-show probabilities could support the decision-making process for both approaches. In this context many researchers have used multiple regression models to identify patient and appointment characteristics than can be used as good predictors for no-show probabilities. This work develops a Decision Support System (DSS) to support the implementation of strategies to encourage attendance, for a preventive care program targeted at underserved communities in Bogotá, Colombia. Our contribution to literature is threefold. Firstly, we assess the effectiveness of different machine learning approaches to improve the accuracy of regression models. In particular, Random Forest and Neural Networks are used to model the problem accounting for non-linearity and variable interactions. Secondly, we propose a novel use of Layer-wise Relevance Propagation in order to improve the explainability of neural network predictions and obtain insights from the modelling step. Thirdly, we identify variables explaining no-show probabilities in a developing context and study its policy implications and potential for improving healthcare access. In addition to quantifying relationships reported in previous studies, we find that income and neighbourhood crime statistics affect no-show probabilities. Our results will support patient prioritization in a pilot behavioural intervention and will inform appointment planning decisions. © 2020 Elsevier B.V.","Analytics,Design science research,Healthcare access,No-show prediction"
23,SCOPUS_ID:85092944337,"Optimise control strategies of infectious diseases, identify factors that favour the circulation of pathogens, and propose risk maps are crucial challenges for global health. Ecological niche modelling, once relying on an adequate framework and environmental descriptors can be a helpful tool for such purposes. Despite the existence of a vaccine, yellow fever (YF) is still a public health issue. Brazil faced massive sylvatic YF outbreaks from the end of 2016 up to mid-2018, but cases in human and non-human primates have been recorded until the beginning of 2020. Here we used both human and monkey confirmed YF cases from two epidemic periods (2016/2017 and 2017/2018) to describe the spatial distribution of the cases and explore how biotic and abiotic factors drive their occurrence. The distribution of YF cases largely overlaps for humans and monkeys, and a contraction of the spatial extent associated with a southward displacement is observed during the second period of the epi-demics. More contributive variables to the spatiotemporal heterogeneity of cases were related to biotic factors (mammal richness), abiotic factors (temperature and precipitation), and some human-related variables (population density, human footprint, and human vaccination coverage). Both projections of the most favourable conditions showed similar trends with a contraction of the more at-risk areas. Once extrapolated at a large scale, the Amazon basin remains at lower risk, although surrounding forest regions and notably the North-West region, would face a higher risk. Spatial projections of infectious diseases often relied on climatic variables only; here for both models, we instead highlighted the importance of consid-ering local biotic conditions, hosts vulnerability, social and epidemiological factors to run the spatial risk analysis correctly: all YF cases occurring later on, in 2019 and 2020, were observed in the predicted at-risk areas. © 2020 de Thoisy et al.",
