@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:isbn,abstract,keywords
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85102574777', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85102574777?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102574777&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102574777&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85102574777,SCOPUS_ID:85102574777,2-s2.0-85102574777,The spread of the covid-19 outbreak in brazil: An overview by kohonen self-organizing map networks,Galvan D.,Medicina (Lithuania),1010660X,16489144.0,57,3,1-19,2021-03-01,March 2021,10.3390/medicina57030235,,4,"[{'@_fa': 'true', 'affilname': 'Universidade Federal do Rio de Janeiro', 'affiliation-city': 'Rio de Janeiro', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Technological Development Support Laboratory (LADETEC)', 'affiliation-city': 'Rio de Janeiro', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Carlos Chagas Filho Foundation for Supporting Research in the State of Rio de Janeiro (FAPERJ)', 'affiliation-city': 'Rio de Janeiro', 'affiliation-country': 'Brazil'}]",33802471.0,Journal,ar,Article,235,51878,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"Background and objective: In the current pandemic scenario, data mining tools are fundamen-tal to evaluate the measures adopted to contain the spread of COVID-19. In this study, unsupervised neural networks of the Self-Organizing Maps (SOM) type were used to assess the spatial and temporal spread of COVID-19 in Brazil, according to the number of cases and deaths in regions, states, and cities. Materials and methods: The SOM applied in this context does not evaluate which measures applied have helped contain the spread of the disease, but these datasets represent the repercussions of the country’s measures, which were implemented to contain the virus’ spread. Results: This approach demonstrated that the spread of the disease in Brazil does not have a standard behavior, changing according to the region, state, or city. The analyses showed that cities and states in the north and northeast regions of the country were the most affected by the disease, with the highest number of cases and deaths registered per 100,000 inhabitants. Conclusions: The SOM clustering was able to spatially group cities, states, and regions according to their coronavirus cases, with similar behavior. Thus, it is possible to benefit from the use of similar strategies to deal with the virus’ spread in these cities, states, and regions. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Coronavirus disease,Kohonen map,Latin America,SARS-CoV-2,Tropical country,Unsupervised neural networks"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85100533991', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85100533991?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100533991&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100533991&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85100533991,SCOPUS_ID:85100533991,2-s2.0-85100533991,Detection of Sociolinguistic Features in Digital Social Networks for the Detection of Communities,Puertas E.,Cognitive Computation,18669956,18669964.0,13,2,518-537,2021-03-01,March 2021,10.1007/s12559-021-09818-9,,0,"[{'@_fa': 'true', 'affilname': 'Universidad Tecnológica de Bolívar', 'affiliation-city': 'Cartagena', 'affiliation-country': 'Colombia'}, {'@_fa': 'true', 'affilname': 'Pontificia Universidad Javeriana', 'affiliation-city': 'Bogota', 'affiliation-country': 'Colombia'}]",,Journal,ar,Article,,19400158515,0,False,,,,"The emergence of digital social networks has transformed society, social groups, and institutions in terms of the communication and expression of their opinions. Determining how language variations allow the detection of communities, together with the relevance of specific vocabulary (proposed by the National Council of Accreditation of Colombia (Consejo Nacional de Acreditación - CNA) to determine the quality evaluation parameters for universities in Colombia) in digital assemblages could lead to a better understanding of their dynamics and social foundations, thus resulting in better communication policies and intervention where necessary. The approach presented in this paper intends to determine what are the semantic spaces (sociolinguistic features) shared by social groups in digital social networks. It includes five layers based on Design Science Research, which are integrated with Natural Language Processing techniques (NLP), Computational Linguistics (CL), and Artificial Intelligence (AI). The approach is validated through a case study wherein the semantic values of a series of “Twitter” institutional accounts belonging to Colombian Universities are analyzed in terms of the 12 quality factors established by CNA. In addition, the topics and the sociolect used by different actors in the university communities are also analyzed. The current approach allows determining the sociolinguistic features of social groups in digital social networks. Its application allows detecting the words or concepts to which each actor of a social group (university) gives more importance in terms of vocabulary. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC part of Springer Nature.","Community detection,Community discovery,Natural language processing,Social networks,Sociolinguistic"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85101674301', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85101674301?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101674301&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101674301&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85101674301,SCOPUS_ID:85101674301,2-s2.0-85101674301,Impact of the Covid-19 pandemic on perinatal mental health (Riseup-PPD-COVID-19): protocol for an international prospective cohort study,Motrico E.,BMC public health,,14712458.0,21,1,368,2021-02-17,17 February 2021,10.1186/s12889-021-10330-w,,2,"[{'@_fa': 'true', 'affilname': 'Universidad Loyola Andalucia', 'affiliation-city': 'Cordoba', 'affiliation-country': 'Spain'}]",33596889.0,Journal,ar,Article,,19621,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"BACKGROUND: Corona Virus Disease 19 (COVID-19) is a new pandemic, declared a public health emergency by the World Health Organization, which could have negative consequences for pregnant and postpartum women. The scarce evidence published to date suggests that perinatal mental health has deteriorated since the COVID-19 outbreak. However, the few studies published so far have some limitations, such as a cross-sectional design and the omission of important factors for the understanding of perinatal mental health, including governmental restriction measures and healthcare practices implemented at the maternity hospitals. Within the Riseup-PPD COST Action, a study is underway to assess the impact of COVID-19 in perinatal mental health. The primary objectives are to (1) evaluate changes in perinatal mental health outcomes; and (2) determine the risk and protective factors for perinatal mental health during the COVID-19 pandemic. Additionally, we will compare the results between the countries participating in the study. METHODS: This is an international prospective cohort study, with a baseline and three follow-up assessments over a six-month period. It is being carried out in 11 European countries (Albania, Bulgaria, Cyprus, France, Greece, Israel, Malta, Portugal, Spain, Turkey, and the United Kingdom), Argentina, Brazil and Chile. The sample consists of adult pregnant and postpartum women (with infants up to 6 months of age). The assessment includes measures on COVID-19 epidemiology and public health measures (Oxford COVID-19 Government Response Tracker dataset), Coronavirus Perinatal Experiences (COPE questionnaires), psychological distress (BSI-18), depression (EPDS), anxiety (GAD-7) and post-traumatic stress symptoms (PTSD checklist for DSM-V). DISCUSSION: This study will provide important information for understanding the impact of the COVID-19 pandemic on perinatal mental health and well-being, including the identification of potential risk and protective factors by implementing predictive models using machine learning techniques. The findings will help policymakers develop suitable guidelines and prevention strategies for perinatal mental health and contribute to designing tailored mental health interventions. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT04595123 .","Anxiety,Coping mechanisms,COVID-19,Depression,Post-traumatic stress disorders,Postpartum,Pregnancy,Risk factors"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85081919401', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85081919401?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081919401&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081919401&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0890856720300071'}",https://api.elsevier.com/content/abstract/scopus_id/85081919401,SCOPUS_ID:85081919401,2-s2.0-85081919401,Identifying Adolescents at Risk for Depression: A Prediction Score Performance in Cohorts Based in 3 Different Continents,Rocha T.B.M.,Journal of the American Academy of Child and Adolescent Psychiatry,08908567,15275418.0,60,2,262-273,2021-02-01,February 2021,10.1016/j.jaac.2019.12.004,S0890856720300071,11,"[{'@_fa': 'true', 'affilname': 'Hospital de Clinicas de Porto Alegre', 'affiliation-city': 'Porto Alegre', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Universidade Federal do Rio Grande do Sul', 'affiliation-city': 'Porto Alegre', 'affiliation-country': 'Brazil'}]",31953186.0,Journal,ar,Article,,17643,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,"Objective: Prediction models have become frequent in the medical literature, but most published studies are conducted in a single setting. Heterogeneity between development and validation samples has been posited as a major obstacle for the generalization of models. We aimed to develop a multivariable prognostic model using sociodemographic variables easily obtainable from adolescents at age 15 to predict a depressive disorder diagnosis at age 18 and to evaluate its generalizability in 2 samples from diverse socioeconomic and cultural settings. Method: Data from the 1993 Pelotas Birth Cohort were used to develop the prediction model, and its generalizability was evaluated in 2 representative cohort studies: the Environmental Risk (E-Risk) Longitudinal Twin Study and the Dunedin Multidisciplinary Health and Development Study. Results: At age 15, 2,192 adolescents with no evidence of current or previous depression were included (44.6% male). The apparent C-statistic of the models derived in Pelotas ranged from 0.76 to 0.79, and the model obtained from a penalized logistic regression was selected for subsequent external evaluation. Major discrepancies between the samples were identified, impacting the external prognostic performance of the model (Dunedin and E-Risk C-statistics of 0.63 and 0.59, respectively). The implementation of recommended strategies to account for this heterogeneity among samples improved the model's calibration in both samples. Conclusion: An adolescent depression risk score comprising easily obtainable predictors was developed with good prognostic performance in a Brazilian sample. Heterogeneity among settings was not trivial, but strategies to deal with sample diversity were identified as pivotal for providing better risk stratification across samples. Future efforts should focus on developing better methodological approaches for incorporating heterogeneity in prognostic research. © 2020 The Authors","adolescent,cohort studies,depression,prognosis,risk assessment"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117208191', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117208191?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117208191&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117208191&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85117208191,SCOPUS_ID:85117208191,2-s2.0-85117208191,Analytics and Lean Health Care to Address Nurse Care Management Challenges for Inpatients in Emerging Economies,Moreno-Fergusson M.E.,Journal of Nursing Scholarship,15276546,15475069.0,,,,2021-01-01,2021,10.1111/jnu.12711,,0,"[{'@_fa': 'true', 'affilname': 'Universidad de La Sabana', 'affiliation-city': 'Chía', 'affiliation-country': 'Colombia'}]",,Journal,ar,Article,,28237,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,"Purpose: Prescriptive and predictive analytics and artificial intelligence (AI) provide tools to analyze data with objectivity. In this paper, we provide an overview of how these techniques can improve nursing care, and we detail a quantitative model to afford managerial insights about care management in a Hospital in Colombia. Our main purpose is to provide tools to improve key performance indicators for the care management of inpatients which includes the nurse workload. Methods: The optimal nurse-to-patient assignment problem is addressed using analytics, lean health care, and AI. Also, we propose a new mathematical model to optimize the nurse-to-patient assignment decisions considering several variables about the patient state such as the Barthel index, their risks, the complexity of the care, and the mental state. Findings: Our results show that there are several processes inherent to compassionate nursing care that can be improved using technology. By using data analytics, we can also provide insights about the high variability of the care requirements and, by using models, find nurse-to-patient assignments that are nearly perfectly balanced. Conclusions: We illustrated this improvement with a pilot test that makes the equitable distribution of nursing workload the functionality of this strategy. The findings can be useful in highly complex hospitals in Latin America. Clinical Relevance: The proposed model presents an opportunity to make near perfectly balanced nurse-to-patient assignments according to the number of patients and their health conditions using technology. © 2021 The Authors. Journal of Nursing Scholarship published by Wiley Periodicals LLC on behalf of Sigma Theta Tau International.","analytics,Artificial Intelligence,lean healthcare,nurse-to-patient ratio,Nursing management,optimization"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115283667', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115283667?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115283667&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115283667&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115283667,SCOPUS_ID:85115283667,2-s2.0-85115283667,Machine learning analysis to predict health outcomes among emergency department users in southern brazil: A protocol study,Nunes B.P.,Revista Brasileira de Epidemiologia,1415790X,,24,,,2021-01-01,2021,10.1590/1980-549720210050,,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de Pelotas', 'affiliation-city': 'Pelotas', 'affiliation-country': 'Brazil'}]",34468543.0,Journal,ar,Article,E210050,4600151502,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,"Objective: Emergency services are essential to the organization of the health care system. Nevertheless, they face different operational difficulties, including overcrowded services, largely explained by their inappropriate use and the repeated visits from users. Although a known situation, information on the theme is scarce in Brazil, particularly regarding longitudinal user monitoring. Thus, this project aims to evaluate the predictive performance of different machine learning algorithms to estimate the inappropriate and repeated use of emergency services and mortality. Methods: To that end, a study will be conducted in the municipality of Pelotas, Rio Grande do Sul, with around five thousand users of the municipal emergency department. Results: If the study is successful, we will provide an algorithm that could be used in clinical practice to assist health professionals in decision-making within hospitals. Different knowledge dissemination strategies will be used to increase the capacity of the study to produce innovations for the organization of the health system and services. Conclusion: A high performance predictive model may be able to help decision-making in the emergency services, improving quality of care. © 2021, Assocaicao Brasileira de Pos, Gradacao em Saude Coletiva. All rights reserved.","Ambulatory care,Clinical decision-making,Machine learning,Multimorbidity"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85114240909', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85114240909?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114240909&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114240909&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85114240909,SCOPUS_ID:85114240909,2-s2.0-85114240909,The enigmatic covid-19 vulnerabilities and the invaluable artificial intelligence (ai),Lainjo B.,Journal of Multidisciplinary Healthcare,,11782390.0,14,,2361-2372,2021-01-01,2021,10.2147/JMDH.S321751,,0,"[{'@_fa': 'true', 'affilname': 'Cybermatic International', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}]",,Journal,re,Review,,19700175822,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"The objective of the study is to conduct an exploratory review of the Covid-19 pandemic by focusing on the theme of Covid-19 pandemic morbidity and mortality, considering the dynamics of artificial intelligence and quality of life (QOL). The methods used in this research paper include a review of literature, anecdotal evidence, and reports on the morbidity of COVID-19, including the scope of its devastating effects in different countries such as the US, Africa, UK, China, and Brazil, among others. The findings of this study suggested that the devastating effects of the coronavirus are felt across different vulnerable populations. These include the elderly, front-line workers, marginalized communities, visible minorities, and more. The challenge in Africa is especially daunting because of inadequate infrastructure, and financial and human resources, among others. Besides, AI technology is being successfully used by scientists to enhance the development process of vaccines and drugs. However, its usage in other stages of the pandemic has not been adequately explored. Ultimately, it has been concluded that the effects of the Covid-19 are producing unprecedented and catastrophic outcomes in many countries. With a few exceptions, the common and current intervention approach is driven by many factors, including the compilation of relevant reliable and compelling data sets. On a positive note, the compelling trailblazing and catalytic contributions of AI towards the rapid discovery of COVID-19 vaccines are a good indication of future technological innovations and their effectiveness. © 2021 Lainjo.","Artificial intelligence,Covid-19,Lessons learned,Quality of life,Strategies"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107439898', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107439898?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107439898&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107439898&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85107439898,SCOPUS_ID:85107439898,2-s2.0-85107439898,Field of practice: lariisa: Smart digital solutions to support decision-making in family health strategy management,Costa Filho R.V.,Ciencia e Saude Coletiva,14138123,16784561.0,26,5,1701-1712,2021-01-01,2021,10.1590/1413-81232021265.03382021,,0,"[{'@_fa': 'true', 'affilname': 'Instituto Federal de Educação, Ciência e Tecnologia do Ceará, Aracati', 'affiliation-city': 'Aracati', 'affiliation-country': 'Brazil'}]",34076112.0,Journal,ar,Article,,4700151729,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,"The LARIISA collaborators group has been conducting research and development of technological solutions to support decision-making in health systems since 2009. GISSA, a cloud system resulting from the scientific and technological evolution of the LARIISA project, is among the solutions produced. This paper aims to describe the developing trend of GISSA©, a technological tool supporting the Family Health Strategy in northeastern Brazil, pointing out challenges, paths, and potentialities. This is a descriptive and explora-tory study, based on secondary sources from the IBGE, INMET, SINAN, SIM, and SINASC, with quantitative analysis based on machine-learning techniques applied to create digital health micro-services. Operating in the northeast and southeast regions, GISSA© provides information that qua-lifies health managers’ decision-making process, improving the municipal health system’s mana-gement. © 2021, Associacao Brasileira de Pos - Graduacao em Saude Coletiva. All rights reserved.","Digital Health,Family Health Strategy,Health Systems,Information Systems,Mobile Health"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107424075', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107424075?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107424075&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107424075&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85107424075,SCOPUS_ID:85107424075,2-s2.0-85107424075,National covid-19 vaccination plan: Using artificial spatial intelligence to overcome challenges in brazil,Rocha T.A.H.,Ciencia e Saude Coletiva,14138123,16784561.0,26,5,1885-1898,2021-01-01,2021,10.1590/1413-81232021265.02312021,,0,"[{'@_fa': 'true', 'affilname': 'Duke University', 'affiliation-city': 'Durham', 'affiliation-country': 'United States'}]",34076129.0,Journal,ar,Article,,4700151729,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,"This article explores the use of spatial artificial intelligence to estimate the resources needed to implement Brazil’s COVID-19 immunization campaign. Using secondary data, we conducted a cross-sectional ecological study adopting a time-series design. The unit of analysis was Brazil’s primary care centers (PCCs). A four-step analysis was performed to estimate the population in PCC catchment areas using artificial intelligence algorithms and satellite imagery. We also assessed internet access in each PCC and con ducted a space-time cluster analysis of trends in cases of SARS linked to COVID-19 at municipal level. Around 18% of Brazil’s elderly population live more than 4 kilometer from a vaccination point. A total of 4,790 municipalities showed an upward trend in SARS cases. The number of PCCs located more than 5 kilometer from cell towers was largest in the North and Northeast regions. Innovative strategies are needed to address the challenges posed by the implementation of the country’s National COVID-19 Vaccination Plan. The use of spatial artificial intelligence-based methodologies can help improve the country’s COVID-19 response. © 2021, Associacao Brasileira de Pos - Graduacao em Saude Coletiva. All rights reserved.","Artificial intelligence,Geographic mapping,Immunization programs,Mass vaccination,Spatial analysis"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85103145357', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85103145357?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103145357&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103145357&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85103145357,SCOPUS_ID:85103145357,2-s2.0-85103145357,An analysis of the development of digital health technologies to fight COVID-19 in Brazil and the world,Celuppi I.C.,Cadernos de Saude Publica,0102311X,16784464.0,37,3,,2021-01-01,2021,10.1590/0102-311X00243220,,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal da Fronteira Sul', 'affiliation-city': 'Chapeco', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Universidade Federal de Santa Catarina', 'affiliation-city': 'Florianopolis', 'affiliation-country': 'Brazil'}]",33729283.0,Journal,ar,Article,e00243220,20135,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,"The coronavirus pandemic that struck the world in late 2019 continues to break records of new cases and deaths from the disease. Guidelines for clinical management of infected patients and prevention of new cases focus on measures to control symptoms, hygiene habits, social distancing, and decrease in human crowding. This forced a change in the way health services provide care, generating the incorporation of new health technologies. The Essay thus aims to compile and analyze experiences in the use of digital health technologies to minimize the impacts of COVID-19. The authors identified the development of technological solutions for clinical management of patients, imaging diagnosis, use of artificial intelligence for risk analysis, geolocation apps, data analysis and reports, self-diagnosis, and even orientation for decision-making. The great majority of the initiatives listed here prove effective in minimizing the impacts of COVID-19 on health systems and aim to decrease human crowding and thus facilitate access to services, besides contributing to the incorporation of new health practices and modes of care. © 2021 Fundacao Oswaldo Cruz. All rights reserved.","Coronavirus Infections,EHealth Policies,Information Technology,Pandemics,Telemedicine"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85091665327', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85091665327?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091665327&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091665327&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167494320302065'}",https://api.elsevier.com/content/abstract/scopus_id/85091665327,SCOPUS_ID:85091665327,2-s2.0-85091665327,The use of Bayesian network models to identify factors related to frailty phenotype and health outcomes in middle-aged and older persons,da Cunha Leme D.E.,Archives of Gerontology and Geriatrics,01674943,18726976.0,92,,,2021-01-01,January - February 2021,10.1016/j.archger.2020.104212,S0167494320302065,0,"[{'@_fa': 'true', 'affilname': 'Universidade Estadual de Campinas', 'affiliation-city': 'Campinas', 'affiliation-country': 'Brazil'}]",33007708.0,Journal,ar,Article,104212,28541,1,True,{'value': 'all'},{'value': 'All Open Access'},,"Studies on frailty frequently only include older persons. The mapping of factors related to syndrome and negative outcomes associated with it, also in middle age, may assist in health strategies to each age group. The aim of this study was to investigate social and health factors related to the frailty phenotype and to analyze the probabilistic relationships between frailty, falls and hospitalization in middle-aged and older persons. This is a cross-sectional study using data of 4442 middle-aged (50–59 years) and older participants (60 years or older) from the Brazilian Longitudinal Study of Aging (ELSI-Brazil) 2015 and 2016. Bayesian network models were estimated with the score-based hill-climbing algorithm to identify factors associated with frailty, falls and hospitalization. Mean age was 63.75 years, and prevalence of frailty was 8.5 % and 11.9 % among middle-aged and older participants, respectively. In the former, the probability of frailty increased when “poor” self-rated memory was considered in the model; and in the latter, the probability of frailty was greatest among individuals who did not participate socially and had the lowest level of education. In both age groups, frailty was an important factor that influenced the probability of negative health outcomes such as falls and hospitalization. However, this result depended on combinations of health factors in each sample. This study has identified potential vulnerabilities that should be considered when undertaking a comprehensive assessment of middle-aged and older persons and developing suitable health strategies for each of these phases of life. © 2020 Elsevier B.V.","Bayesian networks,Frailty,Outcomes,Probabilistic inference,Risk factors"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089787336', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089787336?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089787336&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089787336&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85089787336,SCOPUS_ID:85089787336,2-s2.0-85089787336,Lockdown to contain COVID-19 is a window of opportunity to prevent the second wave,Wilder-Smith A.,Journal of Travel Medicine,11951982,17088305.0,27,5,1-3,2021-01-01,2021,10.1093/JTM/TAAA091,,15,"[{'@_fa': 'true', 'affilname': 'London School of Hygiene &amp; Tropical Medicine', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'National University of Singapore', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'Universität Heidelberg', 'affiliation-city': 'Heidelberg', 'affiliation-country': 'Germany'}]",32478396.0,Journal,re,Review,,16442,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,[No abstract available],"Contact tracing,Isolation,Mobility,Non-pharmaceutical intervention,Quarantine,SARS-CoV-2,Travel restrictions"
