,id,abstract,keywords
10,SCOPUS_ID:85096656152,"This study aimed to assess the predictive ability of different machine learning (ML) methods for genomic prediction of reproductive traits in Nellore cattle. The studied traits were age at first calving (AFC), scrotal circumference (SC), early pregnancy (EP) and stayability (STAY). The numbers of genotyped animals and SNP markers available were 2342 and 321 419 (AFC), 4671 and 309 486 (SC), 2681 and 319 619 (STAY) and 3356 and 319 108 (EP). Predictive ability of support vector regression (SVR), Bayesian regularized artificial neural network (BRANN) and random forest (RF) were compared with results obtained using parametric models (genomic best linear unbiased predictor, GBLUP, and Bayesian least absolute shrinkage and selection operator, BLASSO). A 5-fold cross-validation strategy was performed and the average prediction accuracy (ACC) and mean squared errors (MSE) were computed. The ACC was defined as the linear correlation between predicted and observed breeding values for categorical traits (EP and STAY) and as the correlation between predicted and observed adjusted phenotypes divided by the square root of the estimated heritability for continuous traits (AFC and SC). The average ACC varied from low to moderate depending on the trait and model under consideration, ranging between 0.56 and 0.63 (AFC), 0.27 and 0.36 (SC), 0.57 and 0.67 (EP), and 0.52 and 0.62 (STAY). SVR provided slightly better accuracies than the parametric models for all traits, increasing the prediction accuracy for AFC to around 6.3 and 4.8% compared with GBLUP and BLASSO respectively. Likewise, there was an increase of 8.3% for SC, 4.5% for EP and 4.8% for STAY, comparing SVR with both GBLUP and BLASSO. In contrast, the RF and BRANN did not present competitive predictive ability compared with the parametric models. The results indicate that SVR is a suitable method for genome-enabled prediction of reproductive traits in Nellore cattle. Further, the optimal kernel bandwidth parameter in the SVR model was trait-dependent, thus, a fine-tuning for this hyper-parameter in the training phase is crucial. © 2020 Stichting International Foundation for Animal Genetics","artificial neural network,fertility traits,genomic selection,random forest,support vector regression"
11,SCOPUS_ID:85114726912,"Rice (Oryza sativa L.)grain quality is a set of complex interrelated traits that include grain milling, appearance, cooking, and edible properties. As consumer preferences in Latin America and the Caribbean evolve, determining what traits best capture regional grain quality preferences is fundamental for breeding and cultivar release. In this study, a genome-wide association study (GWAS), marker-assisted selection (MAS), and genomic selection (GS) were evaluated to help guide the development of new breeding strategies for rice grain quality improvement. For this purpose, 284 rice lines representing over 20 yr of breeding in Latin America and the Caribbean were genotyped and phenotyped for 10 different traits including grain milling, appearance, cooking, and edible quality traits. Genetic correlations among the 10 traits ranged from −0.83 to 0.85. A GWAS identified 19 significant marker/trait combinations associated with eight grain quality traits. Four functional markers, three located in the Waxy and one in the starch synthase IIa genes, were significantly associated with six grain-quality traits. These markers individually explained 51–75% of the phenotypic variance depending on the trait, clearly indicating their potential utility for MAS. Cross-validation studies to evaluate predictive abilities of four different GS models for each of the 10 quality traits were conducted and predictive abilities ranged from 0.3 to 0.72. Overall, the machine learning model random forest had the highest predictive abilities and was especially effective for traits where large effect quantitative trait loci were identified. This study provides the foundation for deploying effective molecular breeding strategies for grain quality in Latin American rice breeding programs. © 2021 The Authors. The Plant Genome published by Wiley Periodicals LLC on behalf of Crop Science Society of America",
12,SCOPUS_ID:85088973886,"The critically endangered Brazilian pine, also called araucaria, (Araucaria angustifolia (Bertol.) Kuntze) is a key species of the Araucaria moist forest (AMF, Mixed Ombrophilous Forest). Illegal timber extraction, agricultural conversion and severe degradation have reduced the AMF to only 13 per cent of its original cover, with climate change imposing additional challenges for cold adapted species such as araucaria. Previous studies have assessed climate change impacts on A. angustifolia, but have been limited by analysis constraints. Here, we used a machine learning technique to understand how land use and climate change might affect the distribution of A. angustifolia, and to evaluate the effectiveness of existing protected areas (PAs) to conserve this species. Our results demonstrated that despite the recent efforts to conserve the Atlantic Forest, conversion of natural habitats into forest plantation still occurs within araucaria's distribution range. Our model predicted a drastic reduction in environmentally suitable areas for this species of up to 77 per cent in the coming decades. Also, the existing PAs show low efficacy to protect suitable areas in the future. Combined, these results suggest that A. angustifolia will be under great threat within the next few decades and the development of conservation strategies to save this species is essential. Ideally, the conservation programs should integrate in situ and on farm approaches, including forest management strategies. Although in situ strategies play an important role as gene banks, on-farm strategies can be used to promote the restoration and expansion of A. angustifolia populations in the areas predicted as suitable. © Institute of Chartered Foresters, 2019. All rights reserved. For permissions, please e-mail: [email protected]",
13,SCOPUS_ID:85090556948,"Irrigation is one of the most important activities in crop management. The aim of irrigation scheduling is to supply the correct amount of water to the crops and define appropriate irrigation times. The rational behavior of intelligent agents added to internet of things technologies could be a strategy for improving the performance of automatic irrigation systems. This paper presents the design and implementation of a cyber-physical crop irrigation system, based on the intelligent agent concept. The system allows the acquisition of field information through sensors, the application of water according to a decision system and the activation of solenoid valves. Communication capabilities and the performance measurement, the environment, the actuation and sensing systems (PEAS) are explained. Monitoring in the farm or remotely from other locations is achieved with a central station and its internet connectivity. The performance evaluation of the system was made using crop modelling software and an experimental crop in a field located in the large-scale irrigation and drainage district of Chicamocha and Firavitoba (Usochicamocha) in Boyacá – Colombia. The developed system allowed maintaining soil moisture close to field capacity with several irrigation strategies, and avoiding losses and excesses in the use of water resources. © 2020 Elsevier B.V.","Artificial intelligence,Cyber-physical system,Intelligent agent,Irrigation,Precision agriculture"
14,SCOPUS_ID:85089561451,"Daily reference evapotranspiration (ETo) forecasts can help farmers in irrigation planning. Therefore, this study assesses the potential of deep learning (long short-term memory (LSTM), one-dimensional convolutional neural network (1D CNN) and a combination of the two previous models (CNN-LSTM)) and traditional machine learning models (artificial neural network (ANN) and random forest (RF)), in regional and local scenarios, to forecast multi-step ahead daily ETo (seven days) using iterated, direct and multiple input multiple output (MIMO) forecasting strategies. Three input data combinations were assessed: (1) only lagged ETo; (2) lagged ETo + day of the year of each step of the time lag considered; and (3) the same of input combination 2 + lagged meteorological variables. Data from 53 weather stations located in Minas Gerais, Brazil, were used. Four stations were used as test stations. Two baselines were also employed: (B1), all the forecasting horizon is considered equal to the mean ETo measured during the last seven days; and (B2), ahead ETo values are considered equal to their respective historical monthly means. In general, MIMO was the best forecasting strategy, offering good performance and lower computational cost. The deep learning models performed slightly better than the machine learning models, and both were better than the best baseline (B2), mainly on the first and second forecasting days. Among the deep learning models, CNN-LSTM2 (i.e., CNN-LSTM with input combination 2) performed the best in local scenario (mean RMSE over the prediction horizon and stations equal to 0.87), and CNN-LSTM3 performed the best in regional scenario (mean RMSE equal to 0.88). The regional models are recommended instead of the local models since they exhibited similar performances and have higher generalization capacity. Finally, although the models developed have not exhibited high accuracies, they can be useful tools in places where historical monthly mean ETo is used to forecast ETo. © 2020 Elsevier B.V.","Long short-term memory,Machine learning,One-dimensional convolutional neural network,Time series"
15,SCOPUS_ID:85089180123,"Over the last few years, the use of remote sensing data in different applications such as estimation of air pollution concentration and health applications has become very popular and new. Thus, some studies have established a possible relationship between environmental variables and respiratory health parameters. This study proposes to estimate the prevalence of Chronic Respiratory Diseases, where there is a relationship between remote sensing data (Landsat 8) and environmental variables (air pollution and meteorological data) to determine the number of hospital discharges of patients with chronic respiratory diseases in Quito, Ecuador, between 2013 and 2017. The main objective of this study is to establish and evaluate an alternative LUR model that is capable of estimate the prevalence of chronic respiratory diseases, in contrast with traditional LUR models, which typically assess air pollutants. Moreover, this study also evaluates different analytic techniques (multiple linear regression, multilayer perceptron, support vector regression, and random forest regression) that often form the basis of spatial models. The results show that machine learning techniques, such as support vector machine, are the most effective in computing such models, presenting the lowest root-mean-square error (RMSE). Additionally, in this study, we show that the most significant remote sensing predictors are the blue and infrared bands. Our proposed model is a spatial modeling approach that is capable of determining the prevalence of chronic respiratory diseases in the city of Quito, which can serve as a useful tool for health authorities in policy- and decision-making. © 2020 Elsevier Ltd","Machine learning,Quito,Remote sensing,Respiratory disease,Spatial models"
16,SCOPUS_ID:85087280032,"A mathematical simulation model for the multi-annual assessment of Integrated Weed Management strategies is presented. The model allows the simulation of the competitive interaction between annual weeds and crops. For weed development, the following processes are represented: (i) demographic dynamics on a daily basis considering the numeric composition of the different phenological states, (ii) intra and inter specific competition, (iii) seed production and (v) the effect of different control methods. For the crop development, the computed variables are: (i) Leaf Area Index, (ii) competitive effect over the weed, (iii) the expected yield as a function of weed competition. The model was developed in close collaboration with agricultural technicians and extensionists aiming to target a decision-making related audience. Results are provided for a wild oat (Avena fatua) – winter wheat (Triticum aestivum) / malting barley (Hordeum distichum) rotation system, typical of the Semiarid Pampean Region of Argentina. Multi-annual scenarios were generated to evaluate the effect of different management strategies against common herbicide-based practices in susceptible and resistant weed populations. Parts of the model were validated with independent experimental data. Finally, future improvements of the model and some guidelines towards the development of a long-term Decision Support System for weed management are provided. © 2020 Elsevier B.V.","Agricultural system modeling,Barley,Integrated weed management,Weed competition,Wheat,Wild oat"
17,SCOPUS_ID:85088793797,"In marine research, image data sets from the same area but collected at different times allow seafloor fauna communities to be monitored over time. However, ongoing technological developments have led to the use of different imaging systems and deployment strategies. Thus, instances of the same class exhibit slightly shifted visual features in images taken at slightly different locations or with different gear. These shifts are referred to as concept drift in the domains computational image analysis and machine learning as this phenomenon poses particular challenges for these fields. In this paper, we analyse four different data sets from an area in the Peru Basin and show how changes in imaging parameters affect the classification of 12 megafauna morphotypes with a 34-layer ResNet. Images were captured using the ocean floor observation system, a traditional sled-based system, or an autonomous underwater vehicle, which is used as an imaging platform capable of surveying larger regions. ResNet applied on separate individual data sets, i.e., without concept drift, showed that changing object distance was less important than the amount of training data. The results for the image data acquired with the ocean floor observation system showed higher performance values than data collected with the autonomous underwater vehicle. The results from this concept drift studies indicate that collecting image data from many dives with slightly different gear may result in training data well-suited for learning taxonomic classification tasks and that data volume can compensate for light concept drift. © Copyright © 2020 Langenkämper, van Kevelaer, Purser and Nattkemper.","concept drift,deep learning,machine learning,marine imaging,time-series"
18,SCOPUS_ID:85087474008,"Digital datasets in several health care facilities, as hospitals and prehospital services, accumulated data from thousands of patients for more than a decade. In general, there is no local team with enough experts with the required different skills capable of analyzing them in entirety. The integration of those abilities usually demands a relatively long-period and is cost. Considering that scenario, this paper proposes a new Feature Sensitivity technique that can automatically deal with a large dataset. It uses a criterion-based sampling strategy from the Optimization based on Phylogram Analysis. Called FS-opa, the new approach seems proper for dealing with any types of raw data from health centers and manipulate their entire datasets. Besides, FS-opa can find the principal features for the construction of inference models without depending on expert knowledge of the problem domain. The selected features can be combined with usual statistical or machine learning methods to perform predictions. The new method can mine entire datasets from scratch. FS-opa was evaluated using a relatively large dataset from electronic health records of mental disorder prehospital services in Brazil. Cox’s approach was integrated to FS-opa to generate survival analysis models related to the length of stay (LOS) in hospitals, assuming that it is a relevant aspect that can benefit estimates of the efficiency of hospitals and the quality of patient treatments. Since FS-opa can work with raw datasets, no knowledge from the problem domain was used to obtain the preliminary prediction models found. Results show that FS-opa succeeded in performing a feature sensitivity analysis using only the raw data available. In this way, FS-opa can find the principal features without bias of an inference model, since the proposed method does not use it. Moreover, the experiments show that FS-opa can provide models with a useful trade-off according to their representativeness and parsimony. It can benefit further analyses by experts since they can focus on aspects that benefit problem modeling. © 2020 Gholi Zadeh Kharrat et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
19,SCOPUS_ID:85087092701,"The objective of this work is to evaluate the capacity of the C-band Synthetic Aperture Radar (SAR) time series imagery, acquired by the European satellite Sentinel-1 (S1), for the agriculture crop classification and its reliability to differentiate onion from sunflower, among others. The work then focused on classifying land cover in intensively cultivated agricultural regions. The study was developed in the Bonaerense Valley of the Colorado River (BVCR), Buenos Aires Province in Argentina, backed up by the field truth of 1634 field samples. In addition to the onion and sunflower crops, there are other crops present in the study area such as cereals, alfalfa, potatoes and maize, which are considered as the image background in the classification process. The field samples database was used for training and supporting a supervised classification with two machine learning algorithms—Random Forest (RF) and Support Vector Machine (SVM)—obtaining high levels of accuracy in each case. Different S1 SAR time-series features were used to assess the performance of S1 crop classification in terms of polarization VH+VV, Grey Level Co-occurrence Matrix (GLCM) image texture and a combination of both. The analysis of SAR data and their features was carried out at OBIA lot level (Object Based Image Analysis) showing an optimal strategy to counteract the effect of the residual and inherent speckle noise of the radar signal. In the process of differentiating onion and sunflower crops, the analysis of the VH+VV stack with the SVM algorithm delivered the best statistical classification results in terms of Overall Accuracy (OA) and Kappa Index, (Kp) when other crops (image background) were not considered (OA = 95.35%, Kp = 0.89). Certainly, the GLCM texture analysis derived from the S1 SAR images is a valuable source of information for obtaining very good classification results. When differentiating sunflower from onion considering also other crops present in the BVCR, the GLCM stack proved to be the most suitable dataset analyzed in this work (OA = 89.98%, Kp = 0.66 for SVM algorithm). This working methodology is applicable to other irrigated valleys in Argentina dedicated to intensive crops. There are also variables inherent to each lot, soil, crop and agricultural producer that differ according to the study area and that should be considered for each case in the future. © 2020 by the authors.","Land cover,Onion crop,Sentinel-1,Sunflower crop,Supervised classification,Time-series"
