,id,abstract,keywords
10,SCOPUS_ID:85104855076,"This work is part of the inter university research project titled “Study of the Organizational Culture; Situation in the Classroom and University Development in Higher Education Institutions of Ecuador”. In this specific case, we determine the current and desired cultural typology in the University of the Armed Forces ESPE. The cultural gap is identified, and the cultural characteristics are analyzed according with the methodology of values in competition by Cameron and Quinn. For the effect, the Organizational Culture Assessment Instrument OCAI test is applied in a random manner and given to 450 members of the institution that correspond to 131 professors, 185 students and 134 public servers. The study is complemented with the application of interviews and focal groups. The results divulge that the current dominant culture is hierarchical; meanwhile the desired organizational culture is a clan type. There is evidence that the institution is very controlled and structured, the leadership is considered as an example of guidance and training, the management style offers security and protection of its members, the rules and formal policies provoke unity. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Cultural characteristics,Cultural gap,Higher education,OCAI,Organizational culture"
11,SCOPUS_ID:85104850413,"This study analyzes the effectiveness of H5P services used to create interactive student evaluations on a Moodle platform. The content evaluated in this study comes from the Universidad Politécnica Salesiana (Guayaquil, Ecuador) Programing Course syllabus. Study participants are first year university students (18–20 years old). The students participate in a learning validation experience through Python Experiential Educational Platform (PEEP), designed for this purpose. A 75% improvement in retention of acquired knowledge is achieved by using active learning strategies during assessment. With H5P technology professors can reuse audio and video material previously recorded, together with the material they generate in each new class, allowing them to reuse resources not only for informative or didactic explanation, but also as an interactive evaluation resource made possible by interactive technologies designed for this purpose. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Active learning,H5P,Interactive assessments,Technology enhanced learning"
12,SCOPUS_ID:85104833944,"It is well known that bullying is a public health issue and that it has negative consequences for students who are involved in this dynamic phenomenon. Recent government reports have shown that a total of 39 315 reported cases of bullying incidents have been reported between 2013 and 2020 in Peru, where most of the cases were physical forms and occurred in public schools. Research has shown that teachers play a critical role in bullying incidents and may influence bullying situations through functional or non-functional strategies. However, research on elementary Peruvian teachers is scarce. Therefore, the present research aimed to explore elementary Peruvian teachers and their strategies for managing physical bullying situations in relation to victims and bystanders. Results showed that teacher strategies vary when approaching victims and bystanders. Implications for possible intervention and educational policies are discussed. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Bullying,Elementary,Physical bullying,Teacher strategies"
13,SCOPUS_ID:85103482895,The proceedings contain 46 papers. The special focus in this conference is on Advances in Digital Science. The topics include: The Influence of Social Media on the Omnibus Law-Making Process in Indonesia; how Does Social Media Affect Money Politics Campaign Rejection in the 2020 Regional Head General Election Social Media? A Case Study of Indonesia; public Policies for Creating Sustainable and Integrated Transport in Jakarta; analysis of the Balance Sheet Liquidity in the Digital Age; the Prosperity Pyramid as a Consequence of the Low Level of Financial Culture of the Population; organizational Capacity Assessment Model for Digital Transformation; digitalization as a Key Aspect of the Development of Social Infrastructure in Rural Areas; coronavirus Pandemic as a Challenge in Debt Sphere; preface; means of Estimation the Anthropogenic Actions with Negative Effects on Hydrobionts; the Use of Technology on Inclusive Education in Brazil - A Discussion on the Teacher and Student Views; modernization of Higher Education in Russia: New Challenges and Approaches; public Universities’ Performance Evaluation; visualization Lecture in the Digital Educational Process at the University; comparative Analysis of Machine Learning Models for Students’ Performance Prediction; the Experience of Ukraine and Kazakhstan of Digitalization Education Under Quarantine Conditions; the Impact of the Online Project X-Culture on the Development of Students’ Emotional Intelligence; The Nervous System Disorders in COVID-19: From Theory to Practice; diagnosis of Diabetic Retinopathy Using Data Mining Classification Techniques; prediction Models for Polycystic Ovary Syndrome Using Data Mining; rural Territories of Russia: Realities and Prospects; clinical Features of Peripheral Vestibulopathies.,
14,SCOPUS_ID:85097665124,"The proceedings contain 45 papers. The special focus in this conference is on Research and Innovation. The topics include: Machine Monitoring Based on Cyberphysical Systems for Industry 4.0; collaborative Work in the Development of Assessments on a Moodle Learning Platform with ExamView; gamification as an Educational Strategy to Strengthen Cognitive Abilities of Mathematics in School Children; A Didactic Model with Technology 4.0 for Ubiquitous Learning at the UNIANDES University of Ecuador; Good ICT Practices for the Integral Development of Ecuadorian Universities; material Selection, Simulation and Validation for Cop Coils High Voltage Spark Plug Boots Insulators; Performance Comparison of Two Electronic Controllers on an ARM Platform; bioelectricity Production with Organic Substrates, Nitrates and Lead Using High Andean Soils; Reduction of Ripple Current in DC-DC SiC Converter Using HIL System; power Flow Solution Combining Newton-Raphson and Fast Decoupled Methods; algorithms for the Evolution for Electromagnetic Fields; flexible Manufacturing System Oriented to Industry 4.0; Levelized Cost of Storage (LCOS) Considering the Reliability of Battery Life; management and Control Strategy of Battery-Supercapacitor Vehicular Powertrain System; proposal for a Secure Architecture for the Internet of Things on a Smart Campus; a Comprehensive Study About Cybersecurity Incident Response Capabilities in Ecuador; development of an App for Monitoring Heart Rate in People Who Practice Regular Physical Activity; mobile Applications as Digital Support Material for the Inclusion of Students with Special Educational Needs; Web Application for the Management of Reagents, Based on MEAN Stack Tools; FSplines: A Software for Linear Stability Analysis of Thin-Walled Structures, Version 2.0.",
15,SCOPUS_ID:85091665327,"Studies on frailty frequently only include older persons. The mapping of factors related to syndrome and negative outcomes associated with it, also in middle age, may assist in health strategies to each age group. The aim of this study was to investigate social and health factors related to the frailty phenotype and to analyze the probabilistic relationships between frailty, falls and hospitalization in middle-aged and older persons. This is a cross-sectional study using data of 4442 middle-aged (50–59 years) and older participants (60 years or older) from the Brazilian Longitudinal Study of Aging (ELSI-Brazil) 2015 and 2016. Bayesian network models were estimated with the score-based hill-climbing algorithm to identify factors associated with frailty, falls and hospitalization. Mean age was 63.75 years, and prevalence of frailty was 8.5 % and 11.9 % among middle-aged and older participants, respectively. In the former, the probability of frailty increased when “poor” self-rated memory was considered in the model; and in the latter, the probability of frailty was greatest among individuals who did not participate socially and had the lowest level of education. In both age groups, frailty was an important factor that influenced the probability of negative health outcomes such as falls and hospitalization. However, this result depended on combinations of health factors in each sample. This study has identified potential vulnerabilities that should be considered when undertaking a comprehensive assessment of middle-aged and older persons and developing suitable health strategies for each of these phases of life. © 2020 Elsevier B.V.","Bayesian networks,Frailty,Outcomes,Probabilistic inference,Risk factors"
16,SCOPUS_ID:85111067759,"This paper offers a methodology to improve targeting design and assessment when two or more groups need to be considered, and trade-offs exist between using different targeting mechanisms. The paper builds from the multidimensional targeting challenge facing conditional cash transfers (CCTs). I analyze whether a common CCT targeting mechanism, namely, a proxy means test (PMT), can identify the poor and future school dropouts effectively. Despite both being key target groups for CCTs, students at risk of dropping out are rarely considered for CCT allocation or in targeting assessments. Using rich administrative data sets from Chile to simulate different targeting mechanisms, I compare the targeting effectiveness of a PMT and other mechanisms based on a predictive model of school dropout. I build this model using machine learning algorithms. Using two novel metrics, I show that combining the outputs of the predictive model with the PMT increases targeting effectiveness except when the social valuation of the poor and future school dropouts differs to a large extent. More generally, public officials who value their key target groups equally may improve policy targeting by modifying their allocation procedures. © 2020, Brookings Institution Press. All rights reserved.","Conditional cash transfers,Machine learning,Multidimensional targeting,School dropout prediction"
17,SCOPUS_ID:85089203708,"The COVID-19 epidemic has spawned an ""infodemic,""with excessive and unfounded information that hinders an appropriate public health response. This perspective describes a selection of COVID-19 fake news that originated in Peru and the government's response to this information. Unlike other countries, Peru was relatively successful in controlling the infodemic possibly because of the implementation of prison sentences for persons who created and shared fake news. We believe that similar actions by other countries in collaboration with social media companies may offer a solution to the infodemic problem. Copyright © 2020 by The American Society of Tropical Medicine and Hygiene.",
18,SCOPUS_ID:85093520440,"Cybersafety has been a mainstay of digital education since computers arrived in classrooms in the mid 1990s. Whether schools encourage students to be ""cybersmart"" (Australia), ""netsafe"" (New Zealand) or to be aware of ""cybersecurity strategies"" (Mexico and Chile) most now devote a relatively large amount of time and money to teaching young people how to ""stay safe"" online. In this article, we argue that it is time for schools to move beyond the cybersafety discourse to encourage students to think more critically about the digital media they use. Reporting on the digital practices of 276 pre-teens aged 7-12 years in Australia and Uruguay, we contend that the everyday digital challenges young people face are now beyond the scope of most cybersafety programs. Our findings highlight that many of the issues preteens are negotiating call for more nuanced and sustained educational programs that support the development of critical social media literacies. In particular, with the proliferation of mass user platforms and artificial intelligence, there is a need for schools to educate students around managing and protecting their personal data. The article concludes with a discussion of the digital learning required for young people in an increasingly datafied society. © 2020 Research Group Education and Virtual Learning (GREAV). All rights reserved.","Comparative research,Critical social media literacies,Digital literacies,Digital practices,Pre-teens"
19,SCOPUS_ID:85086805577,"This study aimed to understand the perception of drought among farmers, in order to support decision-making in the water allocation process. This study was carried out in the Tabuleiro de Russas irrigated perimeter, in northeast Brazil, over the drought period of 2012-2018. Two analyses were conducted: (i) drought characterization, using the Standardized Precipitation Index (SPI) based on drought duration and frequency criteria; and (ii) analysis of farmers' perceptions of drought via selection of explanatory variables using the Random Forest (RF) and the Decision Tree (DT) methods. The 2012-2018 drought period was defined as a meteorological phenomenon by local farmers; however, an SPI evaluation indicated that the drought was of a hydrological nature. According to the RF analysis, four of the nine study variables were more statistically important than the others in influencing farmers' perception of drought: number of cultivated land plots, farmer's age, years of experience in the agriculture sector, and education level. These results were confirmed using DT analysis. Understanding the relationship between these variables and farmers' perception of drought could aid in the development of an adaptation strategy to water deficit scenarios. Farmers' perception can be beneficial in reducing conflicts, adopting proactive management practices, and developing a holistic and efficient early warning drought system. © 2020 by the authors.","Decision Tree,Drought perception,Irrigated agriculture,Machine learning,Random Forest,Standardized Precipitation Index,Water resource management"
20,SCOPUS_ID:85086469033,"The technologies associated with industry 4.0, have taken a leading role worldwide, because being globally competitive in the industrial sector depends not only on the real world but also on the digital world. This is why the predictive techniques used in maintenance and that currently employ technologies such as: internet of things, machine learning, big data, cyber physical Systems, Data analysis among others; to make their predictions they have defined a path in the continuous improvement of industrial processes and in the execution of the maintenance strategy. This work shows the most developed technologies 4.0 in Colombia used in industrial maintenance and exposes the country's gaps in the development of these technologies and their use in different industrial sectors. This research was developed through the analysis of consolidated data in studies conducted by the private sector and the public in Colombia on technological developments in the country where it is evident that these technologies associated with maintenance are in growth stage and in a few sectors of industry have exploited the benefits of use. © Published under licence by IOP Publishing Ltd.",
21,SCOPUS_ID:85086441127,"Requirements engineering is a fundamental part of the software development cycle and, therefore, must be present in the curricula of systems engineering programs. In this document, a set of training situations based on active learning principles is presented to facilitate the teaching of requirements engineering. In the application of the methodology, the subjects of the software engineering line of the systems engineering program of the ""Universidad Francisco de Paula Santander, Ocaa, Colombia"" were used, guiding the process for teaching requirements engineering in agile environments with a view from the model driven engineering and its implementation in a virtual environment as a complement to the face-To-face classes. The strategy allowed participants to be organized in teams to improve requirements engineering learning. An activity guide based on scenarios with real problems was used, which allowed to strengthen the relationship between theory and practice of the subject to generate models and transform them into the search for solutions to problem domain under study. © Published under licence by IOP Publishing Ltd.",
22,SCOPUS_ID:85091072600,"this paper describes an academic learning experience conducted with Technology students of a higher education institution in São Paulo state, Brazil. The objective was to validate a learning strategy by which Industrial Automation students were given classes in a real industrial scenario. For one semester, one core discipline was entirely taught in a factory of Automatic Packaging Machinery. Assisted by the professor in charge and factory's technical team, the students had the opportunity of collaborating in the project, working in the mechanical and electrical mounting, as well as programming commercial machines. The final work for the discipline consisted in designing (both hardware software), mounting, testing and validating the functioning of part of a vertical packaging machine. According to the results, we concluded this strategy provided the students involved with technical training and practical abilities that will need in their upcoming professional life. © 2020 IEEE.","industrial automation course,industrial learning,project based learning,technological course"
23,SCOPUS_ID:85096535092,"The proceedings contain 31 papers. The special focus in this conference is on Telematics and Computing. The topics include: Fuzzy logic-based covid-19 and other respiratory conditions pre-clinical diagnosis system; computer vision navigation system for an indoors unmanned aerial vehicle; a review of the security information controls in wireless networks wi-fi; local tours recommendation applying machine learning in social networks; embedded human detection system for home security; file restore automation with machine learning; open educational resource on responsible, ethical, aesthetic and functional learning in surgery procedures requiring management of incisions and sutures; on the computation of optimized trading policies using deep reinforcement learning; high data rate efficiency improvement via variable length coding for lorawan; design of a watt mechanism with crossed axes; preface; Deep learning systems for automated segmentation of brain tissues and tumors in MRIs; learning analytics in m-learning: Periodontic education; evaluation of a machine vision system applied to quality control in a liquid filling, lid and labeling line for bottles; an approach for development and testing a reliable speedometer software for speed competitions on motorsport; offline optimum tuning of the proportional integral controller for speed regulation of a bldc motor through bio-inspired algorithms; reinforcement learning applied to hexapod robot locomotion: An overview; lockdown or unlock in covid-19 disease? a reinforcement learning approach; cybersecurity analysis on pacs-dicom servers in chile; experimental based-analisis of the optimal transmission thresholds for wsns in noisy channels; a parallel rollout algorithm for wildfire suppression; the effect of bilateral filtering in 3d reconstruction using psp.",
24,SCOPUS_ID:85075614554,"The proceedings contain 79 papers. The special focus in this conference is on Intelligent Computing, Information and Control Systems. The topics include: Improving the Effectiveness of Energy Savings Measures at Companies by Means of a New Baseline Adjustment Strategy; object Detection for Autonomous Vehicle Using TensorFlow; Threat Modeling for Breaking of CAPTCHA System; Design and Randomness Evaluation of Mixed-Signal TRNG for Low Power Applications; early Discovery of Disaster Events from Sensor Data Using Fog Computing; inequality in Writing Competence at Higher Education in Colombia: With Linear Hierarchical Models; 3D Reconstruction of an Indoor Environment Using SLAM with Modified SURF and A-KAZE Feature Extraction Algorithm; optimal Participation of Hybrid Renewable Energy Sources in Standalone Microgrid; Design and Implementation of LNA for Biomedical Applications; control Methods for Minimizing Cross Regulation in Single Inductor Multiple Output Converters – A Review; Stock Market Trend Prediction in Sub-Saharan Africa Using Generalized Additive Models (GAMs); a Web Application to Optimization of Transport in Military Operations; big Data Marketing During the Period 2012–2019: A Bibliometric Review; automatic Selenium Code Generation for Testing; optimization of Parametric Model of Cumene Reactor Using Loop Shaping Methodology and Dynamic Modeling of Reactor; Fractional Controller Optimization for Liquid Level System Using MATLAB; conglomerates of Bus Rapid Transit in Latin American Countries; regenerative Braking Control of Induction Motor in Electric Vehicles for Optimal Energy Recovery; smart Surveillance System for Detection of Suspicious Behaviour Using Machine Learning; Fog Image Classification and Visibility Detection Using CNN; demand in the Electricity Market: Analysis Using Big Data.",
25,SCOPUS_ID:85071501419,"Education worldwide is a significant aspect for the development of the peoples and much more in developing countries such as those in Latin America, where less than 22% of its inhabitants have higher education. Research in this field is a matter of interest for each of the governments to improve education policies. Therefore, the analysis of data on the behavior of a student in an educational institution is of utmost importance, because multiple aspects of progress or student dropout rates during their professional training period can be identified. The most important variables to identify the student’s behavior are the socio-economic ones, since the psychological state and the economic deficiencies that the student faces while is studying can be detected. This data provides grades, scholarships, attendance and information on student progress. During the first phase of the study, all the information is analyzed and it is determined which provides relevant data to develop a profile of a student behavior, as well as the pre-processing of the data obtained. In this phase, voracious algorithms are applied for the selection of attributes, such as greedy stepwise, Chi-squared test, Anova, RefiefF, Gain Radio, among others. In this work, we apply the artificial intelligence techniques, the results obtained are compared to generate a normal and unusual behavior of each student according to their professional career. In addition, the most optimal model that has had a higher accuracy percentage, false positive rate, false negative rate and mean squared error in the tests results are determined. © Springer Nature Switzerland AG 2020.","Artificial intelligence,Behavior profiles,Decision trees,Education,Neural networks,Student"
26,SCOPUS_ID:85065735945,"In Paraguay, despite the fact that Elementary Education is one of the cornerstones of the educational system, it has not always received the recognition it deserves. Recently, the Paraguayan government has started to focus its effort on evaluating the quality of its education system through the analysis of some factors of the teachers. In this work, which falls into the context of such project, we study the ability to understand the different evaluation types structures in mathematics. The data, collected from elementary mathematics teachers from all over the country, is analyzed by applying an education data mining (EDM) approach. Results show that not all questions are equally important and it is necessary to continue through different lines of action to get insight about the action policy to improve the educational system quality. © 2020, Springer Nature Switzerland AG.","Classification,Educational data mining,Feature selection"
27,SCOPUS_ID:85077772827,"Artificial intelligence (AI)-based technology has the potential of transforming how governments function, making them better able to serve, protect, and improve the quality of life of their constituents. As governments of developing countries continue to shift to more advanced digital platforms, they have adopted practices and policies that have a direct impact on the future of AI-based technology. This research aims to discuss factors that may have a direct impact on the AI preparedness of Latin America and the Caribbean (LAC) countries. It evaluates a recent ranking developed by the international development research center (IDRC) focused on indicators towards the development or use of AI technology in governance, infrastructure, technological skills, and public services against each country's economic metrics including unemployment rate, gross domestic product per capita purchasing power parity (GDP-PPP), cost to hire an AI researcher, and countrywide education levels. It also reviews metrics and factors outside of economics which have a direct impact on AI readiness and its effects on each country's citizens, including automation potential and data privacy policies. This research discusses current issues with existing evaluation criteria for AI readiness and expands factors and considerations essential to LAC countries as they embrace the AI revolution. © 2019 IEEE.","artificial intelligence,automation,caribbean,government,Latin america,technology and society"
